raison,adresse_1,adresses_2,catégorie,produit,quantité,prix unitaire,date
Blin Top Électricité Spécialiste,69 rue Techer,76691 Voisin-sur-Mer,Composants servant d'interface humaine,Buzzer,36,32.47,2021-02-14
Ramos Confiance Elec 2000,72 chemin André Boulay,97323 Masse,Composants servant d'interface humaine,Interrupteur,19,9.21,2021-02-15
Mace Appolo Électricité Plus,895 boulevard de Grenier,04254 Sainte Marceldan,Composants d'électroniques numériques,Quartz,21,16.31,2021-02-15
Wagner Excel Électricité Plus,78 chemin Astrid Moreno,00718 Voisin,Capteur,Gyroscope,25,10.62,2021-02-15
Joubert Plate-forme Électricité Pièces,68 avenue Mahe,42201 Saint Rémy,Capteur,Caméra,3,26.85,2021-02-15
Alves Top Elec 2000,83 boulevard Chauvet,07499 LévyVille,Composants d'électroniques numériques,Microcontrôleur,26,28.06,2021-02-15
Samson Giga Dépanneur Pro,67 rue Aurore Albert,86954 Royer-sur-Dijoux,Composants d'électroniques numériques,Quartz,43,16.97,2021-02-16
Blin Appolo Elec 2000,47 chemin Didier,39292 Barthelemy,Capteur,Capteur optique,23,14.79,2021-02-16
Ledoux Plate-forme Elec Pièces,53 rue de Collet,98471 Pierre,Composants servant d'interface humaine,Haut-parleur,36,14.26,2021-02-16
Barthelemy Appolo Dépanneur Pièces,782 chemin Adèle Guichard,95153 CharlesVille,Composants d'électroniques numériques,Opto-coupleur,29,31.17,2021-02-16
Chretien Giga Elec Pro,464 rue de Duval,58242 Saint Noémi,Composants d'électroniques numériques,Mémoire informatique,23,25.72,2021-02-17
Barthelemy Appolo Dépanneur Pièces,782 chemin Adèle Guichard,95153 CharlesVille,Composants d'électroniques analogiques,Condensateur,33,33.64,2021-02-17
Valentin Confiance Elec Spécialiste,53 avenue Raymond Leconte,74678 Blot,Capteur,Gyroscope,18,10.62,2021-02-17
Lamy Plate-forme Électricité Pro,12 rue Dijoux,35047 Auger,Capteur,Accéléromètre,12,11.15,2021-02-17
Hubert-Dupuy Appolo Électricité 2000,515 rue de Bonnin,24567 Masse,Composants servant d'interface humaine,Roue codeuse,50,2.46,2021-02-17
Lecoq Excel Elec Spécialiste,23 rue Suzanne Collet,01068 Richardboeuf,Composants d'électroniques numériques,Quartz,24,16.97,2021-02-17
Valentin Top Dépanneur ++,8 rue de Coste,61910 Bernier,Composants d'électroniques analogiques,Memristor,41,24.92,2021-02-17
Ledoux Plate-forme Elec Pièces,53 rue de Collet,98471 Pierre,Composants d'électroniques numériques,Opto-coupleur,25,31.17,2021-02-17
Gosselin Top Électricité Spécialiste,887 avenue Stéphanie Devaux,89717 Valléedan,Composants d'électroniques numériques,Microcontrôleur,42,28.62,2021-02-18
Bouvet Plate-forme Elec Spécialiste,66 avenue Cécile Salmon,05223 Roussel,Capteur,Microphone,29,13.13,2021-02-18
Valentin Plate-forme Électricité Pro,57 boulevard Wagner,25885 Alves,Composants servant d'interface humaine,Haut-parleur,17,15.14,2021-02-18
Alves Top Elec 2000,83 boulevard Chauvet,07499 LévyVille,Capteur,Capteur de champ magnétique,41,14.98,2021-02-18
Leroux Appolo Électricité Composants,83 avenue Lévy,85534 Lefebvre,Composants servant d'interface humaine,Potentiomètre,36,8.29,2021-02-18
Devaux Excel Elec Plus,95 avenue Lacombe,39349 Dias-sur-Martel,Composants d'électroniques numériques,Mémoire informatique,45,24.25,2021-02-18
Valentin Confiance Elec Spécialiste,53 avenue Raymond Leconte,74678 Blot,Composants d'électroniques numériques,Opto-coupleur,1,32.43,2021-02-18
Gomez Appolo Elec Composants,4 avenue Lorraine Lamy,06801 Barbe-sur-Jacques,Composants servant d'interface humaine,Buzzer,18,32.47,2021-02-18
Ferrand-Morin Plate-forme Elec Pièces,77 rue Boutin,00588 Boulay,Composants servant d'interface humaine,Commutateur,10,2.58,2021-02-18
Julien Excel Dépanneur Composants,2 avenue Adrien Bernier,21172 Lefebvre,Capteur,Capteur de champ magnétique,34,15.28,2021-02-18
Samson Plate-forme Elec Plus,85 chemin Bernier,61504 Riou,Composants servant d'interface humaine,Afficheur,5,27.35,2021-02-18
Ramos Confiance Elec 2000,72 chemin André Boulay,97323 Masse,Composants servant d'interface humaine,Buzzer,3,31.83,2021-02-19
Lagarde Top Dépanneur ++,50 avenue Carpentier,63501 Le Roux,Composants d'électroniques numériques,Microcontrôleur,25,28.62,2021-02-19
Valentin Top Dépanneur ++,8 rue de Coste,61910 Bernier,Composants d'électroniques numériques,Microprocesseur,25,6.38,2021-02-19
Barthelemy Appolo Dépanneur Pièces,782 chemin Adèle Guichard,95153 CharlesVille,Composants d'électroniques numériques,Mémoire informatique,32,21.1,2021-02-19
Daniel Confiance Électricité Spécialiste,81 avenue Pauline Marchal,16957 Saint Augustin,Composants servant d'interface humaine,Haut-parleur,47,15.14,2021-02-19
Gosselin Top Électricité Spécialiste,887 avenue Stéphanie Devaux,89717 Valléedan,Composants d'électroniques analogiques,Régulateur de tension,15,30.19,2021-02-19
Ledoux Plate-forme Elec Pièces,53 rue de Collet,98471 Pierre,Composants d'électroniques analogiques,Condensateur,2,33.64,2021-02-19
Picard Giga Électricité 2000,301 rue Isaac Collet,32668 Reynaud,Composants servant d'interface humaine,Potentiomètre,8,7.97,2021-02-20
Wagner Excel Électricité Plus,78 chemin Astrid Moreno,00718 Voisin,Composants d'électroniques analogiques,Memristor,7,24.43,2021-02-20
Blondel Excel Électricité ++,85 boulevard de Gay,00378 Saint Paulboeuf,Capteur,Capteur de pression,38,12.1,2021-02-20
Adam Giga Dépanneur Spécialiste,4 avenue de Joseph,64601 Sainte Marianneboeuf,Composants servant d'interface humaine,Roue codeuse,50,2.41,2021-02-20
Leroux Appolo Électricité Composants,83 avenue Lévy,85534 Lefebvre,Composants d'électroniques numériques,Microcontrôleur,12,28.62,2021-02-20
Alves Top Elec 2000,83 boulevard Chauvet,07499 LévyVille,Capteur,Capteur de champ magnétique,30,14.98,2021-02-20
Hubert-Dupuy Appolo Dépanneur ++,1 rue Leroy,76903 Guyon-sur-Mallet,Capteur,Capteur optique,28,14.79,2021-02-20
Julien Excel Dépanneur Composants,2 avenue Adrien Bernier,21172 Lefebvre,Composants d'électroniques numériques,Opto-coupleur,20,31.79,2021-02-20
Menard Top Dépanneur 2000,637 rue Grenier,98112 Mary-sur-Lacroix,Composants d'électroniques numériques,Quartz,29,18.01,2021-02-20
Alves Top Elec 2000,83 boulevard Chauvet,07499 LévyVille,Composants servant d'interface humaine,Roue codeuse,36,2.31,2021-02-21
Barthelemy Appolo Dépanneur Pièces,782 chemin Adèle Guichard,95153 CharlesVille,Composants servant d'interface humaine,Interrupteur,42,9.21,2021-02-21
Maury Excel Dépanneur Plus,3 chemin Dupuis,41146 Gonzalez,Composants d'électroniques numériques,Opto-coupleur,13,34.41,2021-02-21
Marty Confiance Dépanneur Pro,69 avenue de Da Silva,88501 AdamBourg,Composants servant d'interface humaine,Commutateur,17,2.53,2021-02-21
Julien Excel Dépanneur Pièces,5 chemin Alexandrie Valette,55253 Saint Corinne-les-Bains,Composants d'électroniques analogiques,Photocoupleur,16,10.28,2021-02-21
Daniel Plate-forme Électricité 2000,18 rue Arthur Fouquet,83230 Lacroixnec,Capteur,Capteur de champ magnétique,10,15.28,2021-02-21
Wagner Excel Électricité Plus,78 chemin Astrid Moreno,00718 Voisin,Capteur,Caméra,9,26.85,2021-02-22
Alves Top Elec 2000,83 boulevard Chauvet,07499 LévyVille,Composants servant d'interface humaine,Commutateur,14,2.53,2021-02-22
Boulanger-Lemoine Confiance Elec Plus,94 boulevard Jacques,81623 Rey,Composants d'électroniques numériques,Mémoire informatique,5,23.3,2021-02-22
Leroux Appolo Électricité Composants,83 avenue Lévy,85534 Lefebvre,Composants servant d'interface humaine,LED,39,3.75,2021-02-22
Wagner Excel Électricité Plus,78 chemin Astrid Moreno,00718 Voisin,Composants servant d'interface humaine,Buzzer,29,31.21,2021-02-22
Wagner Excel Électricité Plus,78 chemin Astrid Moreno,00718 Voisin,Composants servant d'interface humaine,Roue codeuse,38,2.31,2021-02-22
Barthelemy Appolo Dépanneur Pièces,782 chemin Adèle Guichard,95153 CharlesVille,Capteur,Thermistance,38,20.86,2021-02-22
Gosselin Plate-forme Dépanneur 2000,39 rue Noémi Leroux,85849 Charpentier-les-Bains,Composants d'électroniques numériques,Microcontrôleur,21,28.62,2021-02-22
Alves Top Elec 2000,83 boulevard Chauvet,07499 LévyVille,Composants d'électroniques numériques,Microprocesseur,14,6.38,2021-02-22
Laurent Plate-forme Dépanneur Composants,41 boulevard Roger Benoit,91292 Ribeiro-sur-Mer,Composants d'électroniques numériques,Quartz,24,15.99,2021-02-22
Hamel Appolo Elec 2000,52 avenue de Dupuis,28423 Saint Manonnec,Composants servant d'interface humaine,Potentiomètre,29,8.29,2021-02-22
Ramos Confiance Elec 2000,72 chemin André Boulay,97323 Masse,Capteur,Thermistance,26,20.86,2021-02-22
Ramos Confiance Elec 2000,72 chemin André Boulay,97323 Masse,Composants d'électroniques numériques,Microcontrôleur,20,28.06,2021-02-23
Sauvage Appolo Électricité 2000,9 rue Pineau,56997 Saint Élisabeth,Composants d'électroniques numériques,Opto-coupleur,38,31.17,2021-02-23
Maury Excel Dépanneur Plus,3 chemin Dupuis,41146 Gonzalez,Capteur,Capteur optique,10,14.79,2021-02-23
Sousa Plate-forme Électricité Pièces,18 rue de Carpentier,48607 Collin-les-Bains,Composants d'électroniques numériques,Microcontrôleur,16,28.62,2021-02-23
Carlier Plate-forme Elec Plus,95 rue Jean Baudry,16428 Bouvet,Capteur,Caméra,45,26.85,2021-02-23
Costa Excel Électricité Pro,3 rue Gabriel Lévy,39154 Payetdan,Composants d'électroniques numériques,Microprocesseur,44,6.64,2021-02-23
Roger Appolo Électricité Pro,903 rue de Laporte,87927 Martinez,Capteur,Capteur de pression,20,12.1,2021-02-24
Hubert-Dupuy Top Elec Spécialiste,782 boulevard de Morvan,85518 RousseauVille,Capteur,Thermistance,46,20.86,2021-02-24
Ferrand-Morin Plate-forme Elec Pièces,77 rue Boutin,00588 Boulay,Composants d'électroniques numériques,Quartz,5,17.66,2021-02-24
Gosselin Excel Elec Pièces,18 avenue de Langlois,23562 Lévynec,Capteur,Accéléromètre,3,11.15,2021-02-24
Valentin Top Dépanneur ++,8 rue de Coste,61910 Bernier,Composants servant d'interface humaine,Haut-parleur,5,14.26,2021-02-24
Leroux Plate-forme Elec Plus,1 rue Brunel,19328 Pelletierdan,Composants d'électroniques numériques,Microcontrôleur,27,28.62,2021-02-24
Alves Top Elec 2000,83 boulevard Chauvet,07499 LévyVille,Composants d'électroniques analogiques,Condensateur,19,33.64,2021-02-24
Adam Giga Dépanneur Spécialiste,4 avenue de Joseph,64601 Sainte Marianneboeuf,Composants servant d'interface humaine,Potentiomètre,2,8.29,2021-02-24
Valentin Confiance Elec Composants,18 chemin de Guilbert,14737 Roy,Composants d'électroniques analogiques,Résistance,48,22.95,2021-02-24
Marty Confiance Dépanneur Pro,69 avenue de Da Silva,88501 AdamBourg,Composants d'électroniques numériques,Mémoire informatique,49,24.25,2021-02-24
Barre-Valentin Excel Elec Pièces,7 avenue Chauvin,34561 Étienne,Composants d'électroniques numériques,Mémoire informatique,49,26.23,2021-02-25
Valentin Top Dépanneur ++,8 rue de Coste,61910 Bernier,Capteur,Capteur optique,24,14.79,2021-02-25
Ferrand Excel Elec Spécialiste,91 boulevard Lorraine Rivière,87871 Morin,Composants servant d'interface humaine,Buzzer,6,33.12,2021-02-25
Laurent Plate-forme Dépanneur Composants,41 boulevard Roger Benoit,91292 Ribeiro-sur-Mer,Capteur,Accéléromètre,30,11.15,2021-02-25
Wagner Excel Électricité Plus,78 chemin Astrid Moreno,00718 Voisin,Composants d'électroniques numériques,Mémoire informatique,11,20.69,2021-02-25
Albert Giga Électricité Pro,500 rue Martel,72022 Berthelot,Capteur,Gyroscope,48,10.62,2021-02-25
Lamy Plate-forme Électricité Pro,12 rue Dijoux,35047 Auger,Composants servant d'interface humaine,Commutateur,18,2.53,2021-02-25
Picard Giga Électricité 2000,301 rue Isaac Collet,32668 Reynaud,Composants servant d'interface humaine,Interrupteur,45,9.21,2021-02-25
Ramos Confiance Elec 2000,72 chemin André Boulay,97323 Masse,Composants d'électroniques numériques,Microcontrôleur,18,28.06,2021-02-25
Laurent Plate-forme Dépanneur Composants,41 boulevard Roger Benoit,91292 Ribeiro-sur-Mer,Capteur,Capteur de luminosité,49,13.92,2021-02-25
Guillet Giga Dépanneur ++,40 avenue de Bouvet,29760 Delahayenec,Composants d'électroniques numériques,Microcontrôleur,11,28.62,2021-02-25
Rossi Confiance Dépanneur Plus,703 rue Alexandrie Guichard,61750 Jacob,Composants servant d'interface humaine,LED,6,3.61,2021-02-26
Julien Excel Dépanneur Composants,2 avenue Adrien Bernier,21172 Lefebvre,Capteur,Capteur de pression,22,12.1,2021-02-26
Guillet Giga Dépanneur ++,40 avenue de Bouvet,29760 Delahayenec,Composants servant d'interface humaine,LED,35,3.83,2021-02-26
Alves Top Elec 2000,83 boulevard Chauvet,07499 LévyVille,Composants d'électroniques analogiques,Résistance,32,22.06,2021-02-26
Alves Top Elec 2000,83 boulevard Chauvet,07499 LévyVille,Composants servant d'interface humaine,Haut-parleur,25,13.98,2021-02-26
Valentin Giga Elec Plus,91 rue Rodriguez,82255 Sainte Isabelle-la-Forêt,Composants d'électroniques analogiques,Résistance,23,23.41,2021-02-26
Gallet Appolo Elec Composants,42 rue Morel,83028 Fouquet,Composants d'électroniques numériques,Microcontrôleur,13,28.62,2021-02-26
Roger Appolo Électricité Pro,903 rue de Laporte,87927 Martinez,Composants d'électroniques analogiques,Photocoupleur,34,10.28,2021-02-26
Hamel Appolo Elec 2000,52 avenue de Dupuis,28423 Saint Manonnec,Composants servant d'interface humaine,Haut-parleur,49,14.84,2021-02-26
Alves Top Elec 2000,83 boulevard Chauvet,07499 LévyVille,Composants servant d'interface humaine,Roue codeuse,39,2.31,2021-02-26
Hubert-Dupuy Top Elec Spécialiste,782 boulevard de Morvan,85518 RousseauVille,Composants servant d'interface humaine,Buzzer,14,31.83,2021-02-26
Wagner Excel Électricité Plus,78 chemin Astrid Moreno,00718 Voisin,Composants servant d'interface humaine,Haut-parleur,9,13.98,2021-02-27
Picard Excel Dépanneur Spécialiste,97 rue Pierre Lefort,89872 Sainte Isaac,Composants servant d'interface humaine,Commutateur,8,2.58,2021-02-27
Alves Top Elec 2000,83 boulevard Chauvet,07499 LévyVille,Composants servant d'interface humaine,Interrupteur,17,9.21,2021-02-27
Roger Appolo Elec Spécialiste,1 rue de Guyot,20249 Huetboeuf,Composants d'électroniques analogiques,Condensateur,5,33.64,2021-02-27
Julien Excel Dépanneur Composants,2 avenue Adrien Bernier,21172 Lefebvre,Capteur,Capteur de luminosité,12,13.92,2021-02-27
Brunet Top Dépanneur Pro,10 avenue Lucas Bernard,89579 Normand-la-Forêt,Composants servant d'interface humaine,Commutateur,11,2.53,2021-02-27
Picard Giga Électricité 2000,301 rue Isaac Collet,32668 Reynaud,Capteur,Thermistance,2,20.86,2021-02-27
Barthelemy Appolo Dépanneur Pièces,782 chemin Adèle Guichard,95153 CharlesVille,Composants servant d'interface humaine,Potentiomètre,40,7.66,2021-02-27
Wagner Excel Électricité Plus,78 chemin Astrid Moreno,00718 Voisin,Capteur,Capteur de pression,44,12.1,2021-02-27
Julien Excel Dépanneur Composants,2 avenue Adrien Bernier,21172 Lefebvre,Composants d'électroniques analogiques,Condensateur,4,33.64,2021-02-27
Wagner Excel Électricité Plus,78 chemin Astrid Moreno,00718 Voisin,Composants servant d'interface humaine,Buzzer,18,31.83,2021-02-27
Maury Top Électricité Spécialiste,88 avenue Arthur Lemaire,95525 Sainte Frédériquenec,Composants d'électroniques numériques,Quartz,7,17.66,2021-02-28
Ramos Confiance Elec 2000,72 chemin André Boulay,97323 Masse,Capteur,Capteur optique,15,14.5,2021-02-28
Sousa Plate-forme Électricité Pièces,18 rue de Carpentier,48607 Collin-les-Bains,Composants servant d'interface humaine,Haut-parleur,39,15.14,2021-02-28
Wagner Excel Électricité Plus,78 chemin Astrid Moreno,00718 Voisin,Composants servant d'interface humaine,LED,49,3.54,2021-02-28
Marty Excel Dépanneur ++,12 rue de Rossi,93121 Sainte YvesBourg,Composants servant d'interface humaine,Afficheur,9,27.35,2021-02-28
Valentin Giga Elec Plus,91 rue Rodriguez,82255 Sainte Isabelle-la-Forêt,Composants d'électroniques analogiques,Diode,23,24.02,2021-02-28
Hubert-Dupuy Top Elec Spécialiste,782 boulevard de Morvan,85518 RousseauVille,Composants servant d'interface humaine,Roue codeuse,37,2.36,2021-02-28
Bouvet Top Électricité Composants,77 avenue Grégoire Maillard,39453 Vidal,Composants servant d'interface humaine,Potentiomètre,23,8.29,2021-02-29
Guillet Giga Dépanneur ++,40 avenue de Bouvet,29760 Delahayenec,Composants servant d'interface humaine,LED,7,3.83,2021-02-29
Barthelemy Appolo Dépanneur Pièces,782 chemin Adèle Guichard,95153 CharlesVille,Composants servant d'interface humaine,Haut-parleur,34,13.98,2021-02-29
Louis Excel Électricité Pro,21 avenue de Bailly,23268 Leroy-les-Bains,Composants servant d'interface humaine,Interrupteur,5,9.21,2021-02-29
Picard Excel Dépanneur Spécialiste,97 rue Pierre Lefort,89872 Sainte Isaac,Composants servant d'interface humaine,Haut-parleur,37,15.14,2021-02-29
Wagner Excel Électricité Plus,78 chemin Astrid Moreno,00718 Voisin,Composants servant d'interface humaine,Commutateur,11,2.48,2021-02-29
Leroux Giga Elec Pièces,22 rue de Dijoux,43767 Giraud,Capteur,Capteur de pression,37,12.1,2021-02-29
Wagner Excel Électricité Plus,78 chemin Astrid Moreno,00718 Voisin,Composants d'électroniques analogiques,Inductance,2,11.81,2021-02-29
Lagarde Top Dépanneur ++,50 avenue Carpentier,63501 Le Roux,Composants servant d'interface humaine,Buzzer,28,33.78,2021-02-29
Ramos Confiance Elec 2000,72 chemin André Boulay,97323 Masse,Composants d'électroniques numériques,Mémoire informatique,24,21.95,2021-03-01
Hubert-Dupuy Top Elec Spécialiste,782 boulevard de Morvan,85518 RousseauVille,Composants d'électroniques numériques,Quartz,20,15.99,2021-03-01
Blondel Giga Électricité ++,832 rue Paul Payet,44914 Saint Michelle-sur-Mer,Composants servant d'interface humaine,Buzzer,25,33.78,2021-03-01
Ledoux Plate-forme Elec Pièces,53 rue de Collet,98471 Pierre,Composants d'électroniques numériques,Quartz,48,15.99,2021-03-01
Barthelemy Appolo Dépanneur Pièces,782 chemin Adèle Guichard,95153 CharlesVille,Capteur,Capteur de luminosité,46,13.92,2021-03-01
Wagner Excel Électricité Plus,78 chemin Astrid Moreno,00718 Voisin,Capteur,Thermistance,31,20.86,2021-03-01
Mace Appolo Électricité Plus,895 boulevard de Grenier,04254 Sainte Marceldan,Composants d'électroniques numériques,Mémoire informatique,11,23.77,2021-03-01
